node1,node2,relation
51495,53918,interacts
CID000002541,CID000003016,C0004238
CID000000838,CID000004485,C0035410
CID000004594,CID000005291,C0005745
CID000004510,CID000004900,C0022679
CID000002487,CID000003957,C0000737
26122,8726,interacts
CID000003042,CID000004510,C0006840
CID000002088,CID000003510,C0041834
CID000002801,CID000003350,C0151480
CID000003899,CID000005005,C0015469
CID000001978,CID000004900,C0023530
CID000002656,CID000005039,C0032227
CID000002907,CID000062924,C0004604
CID000001983,CID000019090,C0001122
CID000003348,CID005282226,C0004093
CID000004927,CID000006691,C0024299
CID000004449,CID000062924,C0013362
CID000003365,CID000130881,C0398353
6231,6224,interacts
64951,29074,interacts
79760,6628,interacts
CID000004485,CID000083786,C0020517
55319,23327,interacts
CID000004917,CID000060147,C0016382
CID000003648,CID000003652,C0019080
CID000002462,CID000004510,C0013146
CID000003488,CID000005203,C0013395
CID000002662,CID000008953,C0023890
CID000004900,CID003002190,C0013404
CID000000298,CID000003958,C0086543
CID000002678,CID004475485,C0031256
258,401138,interacts
CID000004159,CID000062924,C0019112
CID000002585,CID000003488,C0037199
CID000041774,CID000150311,C0037763
CID000003333,CID000060835,C0033774
CID000001046,CID005381226,C0037284
58472,3030,interacts
CID000003746,CID000004771,C0037763
2182,285440,interacts
CID000003957,CID000060852,C0038454
CID000062924,CID000068844,C0003862
CID000002803,CID000003746,C0033975
CID000002477,CID000004585,C0020625
CID000000450,CID000004819,C0008033
695,974,interacts
CID000002022,CID000060831,C0231218
CID000004691,CID000004917,C0019557
CID000002083,CID000003793,C0018799
CID000004253,CID000005656,C0231528
56259,6631,interacts
CID000004510,CID000004889,C0151632
CID000005651,CID000005732,C0342579
CID000002786,CID000054688,C0003123
CID000005647,CID000005732,C0001948
CID000003403,CID000041781,C0022660
CID000004583,CID000062924,C0014118
CID000004894,CID000041781,C0038358
CID000002474,CID000039765,C0016204
6147,6168,interacts
2688,3570,interacts
CID000003291,CID000003878,C0020649
CID000001690,CID000003365,C0020255
CID000054841,CID000123620,C0036974
CID000002160,CID000003075,C0020557
26225,9266,interacts
CID000004253,CID000005978,C0042024
CID000004173,CID000004599,C0011991
CID000000598,CID000003958,C0008350
6923,10193,interacts
CID000002173,CID000005732,C0013404
6687,929,interacts
CID000004171,CID000004679,C0012691
23389,7068,interacts
56623,51133,interacts
CID000000937,CID000001983,C0006277
CID000003222,CID000003958,C0006840
CID000003715,CID000005487,C0028754
64946,25962,interacts
CID000002554,CID000003350,C0740401
CID000000942,CID000004873,C0030193
CID000002118,CID000004873,C0041912
CID000005426,CID000077999,C0438215
54989,728378,interacts
CID000001690,CID000005090,C0302592
CID000000772,CID000004913,C0232492
CID000002471,CID000003937,C0020456
7428,8289,interacts
CID000002907,CID000077999,C0042133
80705,7278,interacts
CID000002022,CID000005372,C0027424
CID000002022,CID000003657,C0018790
CID000005656,CID000062924,C0004134
CID000002083,CID000004583,C0442874
CID000001690,CID000004885,C0042963
CID000002617,CID000003958,C0013404
CID000002520,CID000003746,C0027497
CID000001117,CID000003883,C0026946
CID000003339,CID000125889,C0042769
5425,56897,interacts
CID000054454,CID006447131,C0026267
CID000002891,CID000003639,C0031350
CID000003958,CID000005267,C0042487
CID000002022,CID000003911,C0013404
CID000002022,CID000005735,C0008033
CID000005212,CID000005267,C0041755
CID000004112,CID000004894,C0014356
CID000005650,CID000667490,C0022679
CID000002118,CID000002156,C0231218
CID000003325,CID000005533,C0036572
CID000000937,CID000004058,C0013295
CID000000159,CID000104865,C0750426
CID000004259,CID000004834,C0011615
CID000005073,CID000005538,C0030252
CID000003440,CID000093860,C0016663
CID000003121,CID000003440,C0006325
CID000002812,CID000004894,C0001339
CID000000853,CID000002554,C0040213
CID000003308,CID000003348,C0020625
6790,5719,interacts
CID000006691,CID003468412,C0035522
CID000002118,CID000003672,C0024115
CID000003410,CID000005650,C0149801
64750,5901,interacts
CID000003911,CID000004900,C0027497
CID000001978,CID000003345,C0015230
CID000003143,CID000060831,C0243026
CID000002786,CID000005073,C0032300
CID000004635,CID000077999,C0085680
10856,6159,interacts
CID000003386,CID000003478,C0023518
CID000004052,CID000005544,C0024236
CID000004052,CID000005039,C0043096
CID000000772,CID000005029,C0235946
CID000005376,CID000068740,C0026975
CID000005038,CID005311297,C0162298
CID000002662,CID000002756,C0149871
CID000002662,CID000005572,C0231528
CID000002617,CID000005203,C0085593
CID000003157,CID000004634,C0021311
CID000004595,CID000004917,C0027726
2091,4670,interacts
CID000004932,1544,targets
492,10106,interacts
CID000005656,CID000443871,C0018524
CID000003746,CID000059708,C0000737
CID000000772,CID000060854,C0020649
CID000003749,CID000004946,C0020517
83444,352954,interacts
8726,8794,interacts
CID000002656,CID000002771,C0008767
CID000002267,CID000002308,C1527344
CID000003746,CID005353980,C0022602
CID000003365,CID000005095,C0027404
CID000003386,CID000004599,C0002622
CID000002269,CID005311297,C0027404
CID000002771,CID000004171,C0040034
CID000002405,CID000003672,C0085631
CID000002907,CID005481350,C0020621
255631,5118,interacts
CID000003062,CID000003488,C0235974
3656,7097,interacts
CID000003672,CID000027661,C1260880
1019,8290,interacts
CID000002806,CID000003365,C0018991
CID000004091,CID000038904,C0034065
CID000002477,CID000005538,C0151908
CID000003478,CID000005005,C0016977
CID000004634,CID000005656,C0014868
CID000003639,CID000004635,C0235946
CID000002764,CID000004171,C0027121
CID000005155,CID000104865,C0020542
CID000002786,CID000062924,C0042029
CID000003488,CID000041774,C0018674
CID000002771,CID000003467,C0086769
CID000002771,CID000003161,C0235896
CID000002250,CID000125017,C0262397
CID000003308,CID000005038,C0018802
CID000003016,CID000003152,C0022660
CID000004052,CID000005245,C0000768
CID000002756,CID006398525,C0442874
CID000002156,CID000003929,C0024117
CID000002812,CID000004583,C0023518
CID000002520,CID000034312,C0007282
CID000004091,CID000005212,C0029400
CID000004173,CID000024486,C0002170
CID000002250,CID000003308,C0016204
CID000002658,CID000003467,C0018932
CID000002477,CID000004107,C0231528
CID000003640,CID000004253,C0235896
CID000000853,CID000054688,C0035522
CID000004236,CID004475485,C0013604
CID000004740,CID000005523,C0018800
CID000002088,CID000002610,C0085662
84643,8379,interacts
CID000003690,CID000072467,C0036974
CID000003929,CID000005645,C0022660
CID000003016,CID000003032,C0013428
CID000003158,CID000003249,C0018808
CID000003902,CID000004171,C0033774
CID000001978,CID000003702,C0042029
6209,6159,interacts
CID000002656,CID000003386,C0011615
CID000002771,CID000065999,C0011633
54460,124995,interacts
CID000003440,CID000104741,C0678222
137814,1399,interacts
CID000004052,CID004183806,C0002792
CID000003003,CID000003350,C0030193
CID000003148,CID000005732,C0013456
CID000002909,CID000005064,C0003962
CID000004917,CID000054688,C0008312
CID000002250,CID000004212,C0030312
CID000002656,CID000004112,C0152031
CID000003749,CID000004900,C0011615
CID000001972,CID000002156,C0011175
CID000003325,CID000003510,C0032227
CID000000453,CID000003003,C0040034
CID000004112,CID000005650,C0004093
CID000003696,CID000005005,C0392699
CID000002118,CID000003657,C0011168
26168,10813,interacts
CID000002585,CID000003062,C0085636
6295,131890,interacts
CID000002088,CID000004485,C0030446
CID000003345,CID000003929,C0031256
CID000005005,CID000125889,C0013144
CID000002802,CID000005584,C0231218
CID000004829,CID000093860,C1145670
CID000005203,CID005487301,C0016663
CID000000853,CID000002678,C0002453
CID000003780,CID000003793,C0037199
CID000002022,CID000005647,C0344232
CID000000271,CID000005732,C0020295
CID000002130,CID000005245,C1442903
CID000003032,CID000005212,C0040822
51747,1104,interacts
CID000003325,CID000004691,C0020162
CID000003386,CID000005203,C0033975
CID000005073,CID000083786,C0012813
CID000004052,CID000004920,C0015672
CID000002764,CID000004900,C0004604
CID000003958,CID000054454,C0026764
CID000004614,CID000054688,C0002170
CID000002250,CID000003962,C0027051
CID000004058,CID000004946,C0003504
CID000002462,CID000003746,C0019291
CID000005358,CID000028112,C0006277
CID000002806,CID000012536,C0020538
CID000002786,CID000003516,C0016053
CID000002662,CID000032797,C0030920
CID000000937,CID000004091,C0016204
CID000000143,CID000002088,C0030196
CID000002719,CID000004900,C0041909
CID000003410,CID000003440,C0019079
CID000004634,CID000119607,C0029456
CID000002803,CID000004449,C0085096
CID000005203,CID000060953,C0013604
CID000000450,CID000062924,C0016053
4161,2488,interacts
CID000002578,CID000002907,C0042384
9349,1938,interacts
CID000003152,CID000005077,C0270996
5888,8970,interacts
CID000004691,CID000005978,C0017160
CID000004253,CID000005487,C1269683
CID000002713,CID000003348,C0027947
CID000004691,CID000005771,C0519030
CID000038904,CID000059708,C0013604
CID000003062,CID000054786,C0041755
CID000005038,CID000038904,C0151766
CID000003325,CID000060953,C0038362
CID000003639,CID005329102,C0020676
CID000002554,CID000004583,C0013362
10397,3091,interacts
2787,7204,interacts
CID000004509,CID000005038,C0428977
218,142827,interacts
CID000003003,CID000003793,C0007642
CID000001065,CID000005732,C0003864
CID000005647,CID000074989,C0037763
CID000004091,CID000005391,C0041582
CID000000853,CID000004634,C0042870
2314,7283,interacts
55872,4085,interacts
CID000002405,CID000002907,C0002871
CID000003446,CID000003639,C0009806
CID000002083,CID000005523,C0016053
CID000005038,CID000060696,C0036974
CID000004894,CID000008953,C0085606
CID000005391,CID005311297,C0011603
CID000000450,CID000004691,C0497156
CID000002678,CID000003488,C0042514
CID000002471,CID000027661,C0020651
1454,23322,interacts
654364,55718,interacts
CID000060147,CID000068740,C0019080
CID000004091,CID000004691,C0035522
CID000001117,CID000005732,C0151827
CID000002522,CID000004112,C0031350
CID000003676,CID000125889,C0553723
CID000003032,CID000010631,C0037763
CID000002662,CID000004873,C0158252
CID000002554,CID000123620,C0005747
CID000004259,CID000005090,C0017152
CID000003062,CID000003255,C0023798
7189,29085,interacts
100287178,100287441,interacts
CID000002249,CID000004583,C0015672
CID000002269,CID000004159,C0010692
813,10109,interacts
CID000002088,CID000004900,C0018808
CID000003640,CID000027661,C0243026
CID000002162,CID000003488,C0013604
CID000004674,CID000005391,C0018520
CID000000444,CID000003157,C0235946
CID000002541,CID000005090,C0035078
9238,4697,interacts
CID000003032,CID000154059,C0020672
CID000004900,CID000071329,C0016382
CID000002891,CID000005732,C0008033
CID000004856,CID000068740,C0428977
CID000004112,CID000005203,C0003862
4519,4512,interacts
CID000002802,CID000123620,C0020621
54148,10056,interacts
CID000004449,CID000005090,C0037928
CID000002088,CID000004034,C0017574
CID000002162,CID000003696,C0264545
CID000003003,CID000004635,C0010055
CID000005651,CID000071616,C0024121
CID000004091,CID000004634,C0017160
CID000000444,CID000005523,C0005586
CID000004845,CID000005090,C0031090
CID000003003,CID000060835,C0002622
CID000004900,CID000005656,C0037383
CID000002803,CID000003016,C0039240
CID000004264,CID000005203,C0000731
CID000004595,CID000083786,C0271650
4881,2329,interacts
CID000003222,CID000004075,C0008311
CID000002153,CID000004900,C0086543
CID000001302,CID000002269,C0028081
CID000002088,CID000002524,C0025222
CID000002771,CID000003461,C0013604
CID000004917,CID000005647,C0008767
CID000002244,CID000005496,C0025222
CID000001983,CID000005978,C0037928
CID000002520,CID000003345,C0042963
CID000004168,CID000004691,C0007859
CID000002658,CID000002786,C0036396
51406,6638,interacts
CID000003715,CID000005245,C0029456
CID000003672,CID000004889,C0036689
7343,23481,interacts
CID000004679,CID000160051,C0085606
CID000004594,CID000060831,C0003537
CID000000861,CID000004819,C0037763
CID000005376,CID000005651,C0520474
CID000001775,CID000005002,C0973461
CID000002088,CID000005352,C0149931
CID000002520,CID000160051,C0398353
1891,4697,interacts
CID000003780,CID000005486,C0015967
CID000000853,CID000004253,C0029134
CID000003877,CID000074989,C0018965
CID000000598,CID000002022,C0023067
CID000003937,CID000060877,C0015967
CID000003890,CID000060831,C0013428
CID000003062,CID000004513,C0007787
CID000000450,CID000002786,C0020649
CID000004946,CID000005656,C0149521
CID000004927,CID000010631,C0028081
CID000003648,CID000004585,C0000737
CID000003784,CID000005090,C0080179
CID000004594,CID000005514,C0678222
CID000002462,CID000002803,C0020615
CID000004946,CID000005076,C0235946
2828,5332,interacts
CID000003157,CID000083786,C0008033
CID000060147,CID000170361,C0003467
CID000005647,CID000059708,C0002874
CID000002171,CID000003367,C0032227
CID000041781,CID000119607,C0030252
CID000004159,CID000005656,C0043094
CID000001046,CID000005155,C0973461
CID000003333,CID000004635,C0030305
5562,10152,interacts
CID000005544,CID000005978,C0004093
CID000003386,CID000004168,C0017152
CID000004889,CID000032797,C0151744
CID000005358,CID000005732,C0020651
CID000002088,CID000005212,C0398353
CID000002471,CID000002678,C0001623
CID000004536,CID000010631,C0032227
10522,5300,interacts
CID000002764,CID000003339,C0017181
CID000002160,CID000002249,C0013604
10818,2261,interacts
CID000004510,CID000125889,C0018989
CID000002764,CID000003382,C0007286
79109,2475,interacts
CID000005478,CID000006691,C0040435
CID000003676,CID000004894,C0032326
9724,29997,interacts
7013,6015,interacts
CID000003108,CID000083786,C0020651
729,51371,interacts
CID000003899,CID000062924,C0006849
CID000002550,CID000003367,C0018801
CID000002244,CID000002666,C0020473
CID000004674,CID000216326,C0020615
CID000003405,CID000005064,C0025290
CID000002512,CID004659568,C0020625
CID000003440,CID000004513,C0020437
CID000003158,CID000004159,C0018799
CID000003345,CID000005538,C0011334
CID000004091,CID006398525,C0024299
CID000150311,CID000216326,C0007642
CID000003964,CID000062924,C0036341
CID000005379,CID005311027,C0086769
CID000005426,CID003085017,C0032300
CID000003961,CID000004173,C0013182
CID000004075,CID000054454,C0013182
CID000002803,CID003002190,C0221706
CID000002585,CID000003962,C0038999
121551,26270,interacts
CID000004609,CID000005732,C0004144
5411,22985,interacts
CID000002678,CID000003404,C0015230
3718,147699,interacts
CID000003222,CID000004510,C0151636
CID000004173,CID000004205,C0004096
CID000002171,CID000093860,C0002871
CID000002764,CID000003410,C0041657
CID000002250,CID000004158,C0442874
47,55276,interacts
CID000004168,CID000005358,C0022679
CID000004058,CID000004946,C0003811
CID000004168,CID000005650,C0917801
CID000068740,CID000123631,C0014591
140739,142686,interacts
CID000004509,CID000005544,C0004144
CID000002771,CID000003463,C0011860
CID000002187,CID000003478,C0024117
CID000004889,CID000005090,C0002064
CID000002554,CID000003476,C0025202
CID000002311,CID000003878,C0020625
CID000002658,CID000005039,C0007642
CID000003780,CID000004171,C0080194
CID000002269,CID000004236,C0020649
CID000004691,CID000005647,C0020649
CID000004052,CID000004889,C0015967
CID000002662,CID000003878,C0016382
CID000003222,CID005311297,C0038454
85320,55907,interacts
CID000004927,CID000005719,C0022116
CID000004900,CID000065999,C0009806
CID000003108,CID000003639,C0019196
CID000002771,CID000083786,C0878544
CID000001983,CID000005514,C0012569
CID000004205,CID000004253,C0015672
CID000005426,CID000087177,C0042024
CID000004052,CID000008953,C0020461
CID000002909,CID000005734,C0036572
CID000003463,CID000004873,C0030196
CID000005732,CID000059708,C0027404
CID000003350,CID000003672,C0004238
5595,2002,interacts
CID000005297,CID005381226,C0011615
CID000005203,CID000005556,C0018674
CID000005596,CID000006691,C0030196
CID000005512,CID004475485,C0026896
CID000001690,CID000002088,C0242184
CID000004158,CID000062924,C1510472
CID000003333,CID000041781,C0042485
CID000001971,CID000005002,C0034065
CID000003440,CID000054374,C0004610
CID000001978,CID000003463,C0022575
CID000004170,CID000005487,C0004604
CID000004253,CID000060147,C0042373
CID000000143,CID000004091,C0002622
CID000002802,CID000003339,C0022679
CID000003440,CID000005596,C0030193
CID000004205,CID000004900,C0595939
CID000003702,CID000004873,C0009938
3937,4690,interacts
258010,93979,interacts
CID000002771,CID003085017,C0016053
2034,582,interacts
CID000002756,CID000003463,C0008031
